1, 4 yr./ 50000 mi., 6 yr./ 70000 mi., 4 yr./ 50000 mi.,,,,, 38.0 in., 50.2 in., 42.3 in., 55.6 in., 51.7 in., 35.9 in., 34.0 in., 53.5 in.,5 ft. 10.6 in. (70.6 in.),4 ft. 7.6 in. (55.6 in.),14 ft. 11.1 in. (179.1 in.),8 ft. 9.1 in. (105.1 in.),,,, 101.6 cu.ft., 2955 lbs., 12.3 cu.ft.,,,,,,,, 2.0 L, Single overhead cam (SOHC), Inline 4,16, Variable, 140 ft-lbs. @ 4300 rpm, 150 hp @ 6500 rpm, 36.1 ft., Gas, Premium unleaded (recommended), 13.2 gal., 316.8/462.0 mi., 24/35 mpg, Front wheel drive, 5-speed shiftable automatic
591, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 41.0 in., 52.3 in., 40.6 in., 54.5 in., 51.0 in., 39.9 in., 39.4 in., 54.0 in.,5 ft. 9.2 in. (69.2 in.),5 ft. 5.5 in. (65.5 in.),14 ft. 5.8 in. (173.8 in.),,,,,,,, 2000 lbs.,,,,,,, 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 141 ft-lbs. @ 5000 rpm, 158 hp @ 6400 rpm, 35.6 ft., Gas, Regular unleaded, 13.6 gal., 312.8/408.0 mi., 23/30 mpg, Front wheel drive, 5-speed manual
592, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 5 yr./ 100000 mi.,,,,, 41.0 in., 52.3 in., 40.6 in., 54.5 in., 51.0 in., 39.9 in., 39.4 in., 54.0 in.,5 ft. 9.2 in. (69.2 in.),5 ft. 5.5 in. (65.5 in.),14 ft. 5.8 in. (173.8 in.),,,,,,,, 2000 lbs.,,,,,,, 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 141 ft-lbs. @ 5000 rpm, 158 hp @ 6400 rpm, 35.6 ft., Gas, Regular unleaded, 13.6 gal., 312.8/408.0 mi., 23/30 mpg, Front wheel drive, 5-speed manual
593, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 41.1 in., 53.1 in., 41.2 in., 55.9 in., 51.9 in., 40.5 in., 35.1 in., 55.1 in.,5 ft. 11 in. (71 in.),5 ft. 6.5 in. (66.5 in.),13 ft. 10.6 in. (166.6 in.),,,,,,,,,,,,,,, 1.4 L, Single overhead cam (SOHC), Inline 4,16,,,,, Gas, Premium unleaded (recommended), 12.7 gal., 304.8/393.7 mi., 24/31 mpg, Front wheel drive, 6-speed manual
594, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 41.1 in., 53.1 in., 41.2 in., 55.9 in., 51.9 in., 40.5 in., 35.1 in., 55.1 in.,6 ft. 2.2 in. (74.2 in.),5 ft. 6.5 in. (66.5 in.),13 ft. 10.6 in. (166.6 in.),,,,,,,, 2000 lbs.,,,,,,, 1.4 L, Single overhead cam (SOHC), Inline 4,16,,,,, Gas, Premium unleaded (recommended), 12.7 gal., 304.8/393.7 mi., 24/31 mpg, Front wheel drive, 6-speed manual
595, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 41.3 in., 55.6 in., 41.0 in., 55.8 in., 44.7 in., 40.3 in., 35.6 in., 44.7 in.,6 ft. 1.7 in. (73.7 in.),5 ft. 10.9 in. (70.9 in.),13 ft. 8.3 in. (164.3 in.),,,,,,,, 2000 lbs.,,,,,,, 3.6 L, Double overhead cam (DOHC), V6,24, Variable, 260 ft-lbs. @ 4800 rpm, 285 hp @ 6400 rpm, 34.9 ft., Gas, Regular unleaded, 18.6 gal., 316.2/390.6 mi., 17/21 mpg, Four wheel drive, 6-speed manual
596, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 41.3 in., 55.6 in., 41.0 in., 55.8 in., 44.7 in., 40.3 in., 35.6 in., 44.7 in.,6 ft. 1.7 in. (73.7 in.),5 ft. 10.9 in. (70.9 in.),13 ft. 8.3 in. (164.3 in.),,,,,,,, 2000 lbs.,,,,,,, 3.6 L, Double overhead cam (DOHC), V6,24, Variable, 260 ft-lbs. @ 4800 rpm, 285 hp @ 6400 rpm, 34.6 ft., Gas, Regular unleaded, 18.6 gal., 316.2/390.6 mi., 17/21 mpg, Four wheel drive, 6-speed manual
597, 5 yr./ 60000 mi., 10 yr./ 100000 mi.,,, 3 yr./ 37500 mi.,,, 40.0 in., 56.3 in., 45.5 in., 58.3 in., 55.5 in., 37.8 in., 36.8 in., 56.5 in.,6 ft. 0.8 in. (72.8 in.),4 ft. 10.1 in. (58.1 in.),16 ft. 3.7 in. (195.7 in.),,,,, 122.7 cu.ft., 3670 lbs., 15.9 cu.ft.,,,,,,,, 3.3 L, Double overhead cam (DOHC), V6,24, Variable, 255 ft-lbs. @ 5200 rpm, 293 hp @ 6400 rpm, 36.5 ft., Gas, Regular unleaded, 18.5 gal., 351.5/518.0 mi., 19/28 mpg, Front wheel drive, 6-speed shiftable automatic
598, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 40.0 in., 56.3 in., 45.5 in., 58.3 in., 55.5 in., 37.8 in., 36.8 in., 56.5 in.,6 ft. 0.8 in. (72.8 in.),4 ft. 10.1 in. (58.1 in.),16 ft. 3.7 in. (195.7 in.),,,,, 122.7 cu.ft., 3670 lbs., 15.9 cu.ft.,,,,,,,, 3.3 L, Double overhead cam (DOHC), V6,24, Variable, 255 ft-lbs. @ 5200 rpm, 293 hp @ 6400 rpm, 36.5 ft., Gas, Regular unleaded, 18.5 gal., 351.5/518.0 mi., 19/28 mpg, Front wheel drive, 6-speed shiftable automatic
599, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 38.2 in., 53.8 in., 42.2 in., 55.9 in., 53.5 in., 36.4 in., 35.9 in., 53.0 in.,5 ft. 10.1 in. (70.1 in.),4 ft. 7.5 in. (55.5 in.),14 ft. 10.3 in. (178.3 in.),,,,,,,,,,,,,, 1038 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 154 ft-lbs. @ 4700 rpm, 173 hp @ 6500 rpm, 34.8 ft., Gas, Regular unleaded, 13.2 gal., 316.8/435.6 mi., 24/33 mpg, Front wheel drive, 6-speed manual
600, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 38.2 in., 53.8 in., 42.2 in., 55.9 in., 53.5 in., 36.4 in., 35.9 in., 53.0 in.,5 ft. 10.1 in. (70.1 in.),4 ft. 7.5 in. (55.5 in.),14 ft. 10.3 in. (178.3 in.),,,,,,,,,,,,,, 1053 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 154 ft-lbs. @ 4700 rpm, 173 hp @ 6500 rpm, 34.8 ft., Gas, Regular unleaded, 13.2 gal., 330.0/448.8 mi., 25/34 mpg, Front wheel drive, 6-speed shiftable automatic
601, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 39.4 in., 53.8 in., 42.2 in., 56.1 in., 53.1 in., 38.7 in., 35.9 in., 54.9 in.,5 ft. 10.1 in. (70.1 in.),4 ft. 9.1 in. (57.1 in.),14 ft. 3.3 in. (171.3 in.),,,,,,,,,,,,,, 1056 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 154 ft-lbs. @ 4700 rpm, 173 hp @ 6500 rpm, 34.8 ft., Gas, Regular unleaded, 13.2 gal., 330.0/435.6 mi., 25/33 mpg, Front wheel drive, 6-speed shiftable automatic
602, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 39.4 in., 53.8 in., 42.2 in., 56.1 in., 53.1 in., 38.7 in., 35.9 in., 54.9 in.,5 ft. 10.1 in. (70.1 in.),4 ft. 9.1 in. (57.1 in.),14 ft. 3.3 in. (171.3 in.),,,,,,,,,,,,,, 1056 lbs., 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 154 ft-lbs. @ 4700 rpm, 173 hp @ 6500 rpm, 34.8 ft., Gas, Regular unleaded, 13.2 gal., 330.0/435.6 mi., 25/33 mpg, Front wheel drive, 6-speed shiftable automatic
603, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 39.1 in., 53.8 in., 42.2 in., 56.1 in., 53.1 in., 37.3 in., 35.9 in., 54.9 in.,5 ft. 10.1 in. (70.1 in.),4 ft. 8.3 in. (56.3 in.),14 ft. 11.5 in. (179.5 in.),,,,,,,,,,,,,, 1032 lbs., 1.8 L, Double overhead cam (DOHC), Inline 4,16, Variable, 130 ft-lbs. @ 4700 rpm, 145 hp @ 6500 rpm, 34.8 ft., Gas, Regular unleaded, 13.2 gal., 330.0/488.4 mi., 25/37 mpg, Front wheel drive, 6-speed manual
604, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 39.1 in., 53.8 in., 42.2 in., 56.1 in., 53.1 in., 37.3 in., 35.9 in., 54.9 in.,5 ft. 10.1 in. (70.1 in.),4 ft. 8.3 in. (56.3 in.),14 ft. 11.5 in. (179.5 in.),,,,,,,,,,,,,, 1032 lbs., 1.8 L, Double overhead cam (DOHC), Inline 4,16, Variable, 130 ft-lbs. @ 4700 rpm, 145 hp @ 6500 rpm, 34.8 ft., Gas, Regular unleaded, 13.2 gal., 330.0/488.4 mi., 25/37 mpg, Front wheel drive, 6-speed manual
605, 5 yr./ 60000 mi., 10 yr./ 100000 mi.,,, 3 yr./ 37500 mi.,,, 40.2 in.,,,,,,,,6 ft. 2.8 in. (74.8 in.),4 ft. 10.7 in. (58.7 in.),16 ft. 8.6 in. (200.6 in.),,5 ft. 3.6 in. (63.6 in.),5 ft. 4.3 in. (64.3 in.),, 126.7 cu.ft.,,,,,,,,,, 5.0 L, Double overhead cam (DOHC), V8,32, Variable, 376 ft-lbs. @ 5000 rpm, 420 hp @ 6400 rpm,, Gas, Premium unleaded (recommended), 19.8 gal., 297.0/455.4 mi., 15/23 mpg, Rear wheel drive, 8-speed shiftable automatic
606, 5 yr./ 60000 mi., 10 yr./ 100000 mi.,,, 3 yr./ 37500 mi.,,, 40.2 in., 55.9 in., 45.9 in., 59.1 in., 55.7 in., 37.6 in., 38.2 in., 57.2 in.,6 ft. 2.8 in. (74.8 in.),4 ft. 10.5 in. (58.5 in.),16 ft. 8.6 in. (200.6 in.),9 ft. 11.9 in. (119.9 in.),,,,,,,,,,,,, 981 lbs., 3.8 L, Double overhead cam (DOHC), V6,24, Variable, 293 ft-lbs. @ 5000 rpm, 311 hp @ 6000 rpm,, Gas, Regular unleaded, 19.8 gal., 336.6/514.8 mi., 17/26 mpg, Rear wheel drive, 8-speed shiftable automatic
607, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 40.0 in., 54.7 in., 45.5 in., 57.3 in., 54.5 in., 37.6 in., 34.7 in., 55.7 in.,6 ft. 0.1 in. (72.1 in.),4 ft. 9.1 in. (57.1 in.),15 ft. 10.7 in. (190.7 in.),,,,, 117.6 cu.ft., 3237 lbs., 15.4 cu.ft.,,,,,,,, 2.4 L, Double overhead cam (DOHC), Inline 4,16, Variable, 181 ft-lbs. @ 4250 rpm, 192 hp @ 6300 rpm, 35.8 ft., Gas, Regular unleaded, 18.5 gal., 425.5/629.0 mi., 23/34 mpg, Front wheel drive, 6-speed shiftable automatic
608, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 39.8 in., 56.0 in., 45.5 in., 58.1 in., 56.0 in., 37.8 in., 35.6 in., 56.4 in.,6 ft. 1.2 in. (73.2 in.),4 ft. 9.7 in. (57.7 in.),15 ft. 11.1 in. (191.1 in.),,,,, 120.7 cu.ft., 3219 lbs., 15.9 cu.ft.,,,,,,,, 2.4 L, Double overhead cam (DOHC), Inline 4,16, Variable, 178 ft-lbs. @ 4000 rpm, 185 hp @ 6000 rpm, 35.8 ft., Gas, Regular unleaded, 18.5 gal., 444.0/647.5 mi., 24/35 mpg, Front wheel drive, 6-speed shiftable automatic
609, 5 yr./ 60000 mi., 10 yr./ 100000 mi.,,,,, 10 yr./ 100000 mi., 40.0 in., 54.7 in., 45.5 in., 57.3 in., 54.5 in., 37.6 in., 34.7 in., 55.7 in.,6 ft. 0 in. (72 in.),4 ft. 9.1 in. (57.1 in.),15 ft. 10.7 in. (190.7 in.),,,,, 113.0 cu.ft., 3496 lbs., 10.8 cu.ft.,,,,,,,, 2.4 L, Double overhead cam (DOHC), Inline 4,16, Variable, 235 ft-lbs. @ 1000 rpm, 199 hp @ 5500 rpm, 35.8 ft., Hybrid, Regular unleaded, 17.2 gal., 619.2/688.0 mi., 36/40 mpg, Front wheel drive, 6-speed shiftable automatic
610, 5 yr./ 60000 mi., 10 yr./ 100000 mi.,,,,, 10 yr./ 100000 mi., 40.0 in., 54.7 in., 45.5 in., 57.3 in., 54.5 in., 37.6 in., 34.7 in., 55.7 in.,6 ft. 0.1 in. (72.1 in.),4 ft. 9.1 in. (57.1 in.),15 ft. 10.7 in. (190.7 in.),,,,, 113.0 cu.ft., 3496 lbs., 10.8 cu.ft.,,,,,,,, 2.4 L, Double overhead cam (DOHC), Inline 4,16, Variable, 235 ft-lbs. @ 1000 rpm, 199 hp @ 5500 rpm, 35.8 ft., Hybrid, Regular unleaded, 17.2 gal., 619.2/688.0 mi., 36/40 mpg, Front wheel drive, 6-speed shiftable automatic
611, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 40.0 in., 52.1 in., 43.8 in., 53.1 in., 51.2 in., 37.6 in., 31.1 in., 52.1 in.,5 ft. 7.7 in. (67.7 in.),4 ft. 9.3 in. (57.3 in.),13 ft. 3.3 in. (159.3 in.),,,,, 103.4 cu.ft., 2479 lbs., 15.0 cu.ft.,,,,,,,, 1.6 L, Double overhead cam (DOHC), Inline 4,16, Variable, 123 ft-lbs. @ 4850 rpm, 138 hp @ 6300 rpm, 33.5 ft., Gas, Regular unleaded, 11.4 gal., 307.8/421.8 mi., 27/37 mpg, Front wheel drive, 6-speed manual
612, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 40.0 in., 52.1 in., 43.8 in., 53.1 in., 51.2 in., 37.6 in., 31.1 in., 52.1 in.,5 ft. 7.7 in. (67.7 in.),4 ft. 9.3 in. (57.3 in.),13 ft. 3.4 in. (159.4 in.),,,,, 103.4 cu.ft., 2729 lbs., 15.0 cu.ft.,,,,,,,, 1.6 L, Double overhead cam (DOHC), Inline 4,16, Variable, 123 ft-lbs. @ 4850 rpm, 138 hp @ 6300 rpm, 33.5 ft., Gas, Regular unleaded, 11.4 gal., 307.8/421.8 mi., 27/37 mpg, Front wheel drive, 6-speed shiftable automatic
613, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 40.0 in., 52.1 in., 43.8 in., 53.1 in., 51.2 in., 37.6 in., 31.1 in., 52.1 in.,5 ft. 7.7 in. (67.7 in.),4 ft. 9.3 in. (57.3 in.),14 ft. 3.9 in. (171.9 in.),,,,, 102.1 cu.ft., 2494 lbs., 13.7 cu.ft.,,,,,,,, 1.6 L, Double overhead cam (DOHC), Inline 4,16, Variable, 123 ft-lbs. @ 4850 rpm, 138 hp @ 6300 rpm, 33.5 ft., Gas, Regular unleaded, 11.4 gal., 307.8/421.8 mi., 27/37 mpg, Front wheel drive, 6-speed manual
614, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 40.0 in., 52.1 in., 43.8 in., 53.1 in., 51.2 in., 37.6 in., 31.1 in., 52.1 in.,5 ft. 7.7 in. (67.7 in.),4 ft. 9.3 in. (57.3 in.),14 ft. 4 in. (172 in.),,,,, 102.1 cu.ft., 2656 lbs., 13.7 cu.ft.,,,,,,,, 1.6 L, Double overhead cam (DOHC), Inline 4,16, Variable, 123 ft-lbs. @ 4850 rpm, 138 hp @ 6300 rpm, 33.5 ft., Gas, Regular unleaded, 11.4 gal., 307.8/433.2 mi., 27/38 mpg, Front wheel drive, 6-speed manual
615, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 39.8 in., 59.3 in., 40.9 in., 63.9 in., 65.8 in., 39.4 in., 40.6 in., 63.1 in.,6 ft. 6.1 in. (78.1 in.),5 ft. 8.5 in. (68.5 in.),16 ft. 9.4 in. (201.4 in.),,,,,,,, 3500 lbs.,,, 142.0 cu.ft.,,,, 3.3 L, Double overhead cam (DOHC), V6,24, Variable, 248 ft-lbs. @ 5200 rpm, 276 hp @ 6000 rpm, 36.8 ft., Gas, Regular unleaded, 21.1 gal., 379.8/506.4 mi., 18/24 mpg, Front wheel drive, 6-speed shiftable automatic
616, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 39.8 in., 59.3 in., 40.9 in., 63.9 in., 65.8 in., 39.4 in., 40.6 in., 63.1 in.,6 ft. 6.1 in. (78.1 in.),5 ft. 8.5 in. (68.5 in.),16 ft. 9.4 in. (201.4 in.),,,,,,,, 3500 lbs.,,, 142.0 cu.ft.,,,, 3.3 L, Double overhead cam (DOHC), V6,24, Variable, 248 ft-lbs. @ 5200 rpm, 276 hp @ 6000 rpm, 36.8 ft., Gas, Regular unleaded, 21.1 gal., 379.8/506.4 mi., 18/24 mpg, Front wheel drive, 6-speed shiftable automatic
617, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 39.2 in., 56.3 in., 41.3 in., 59.3 in., 55.9 in., 39.2 in., 37.6 in., 58.7 in.,6 ft. 2.2 in. (74.2 in.),5 ft. 6.9 in. (66.9 in.),15 ft. 4.4 in. (184.4 in.),,,,,,,, 1650 lbs.,,,,,,, 2.4 L, Double overhead cam (DOHC), Inline 4,16, Variable, 181 ft-lbs. @ 4250 rpm, 191 hp @ 6300 rpm, 35.8 ft., Gas, Regular unleaded, 17.4 gal., 348.0/469.8 mi., 20/27 mpg, Front wheel drive, 6-speed shiftable automatic
618, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 39.5 in., 56.7 in., 44.1 in., 59.1 in., 56.4 in., 39.3 in., 39.4 in., 58.0 in.,6 ft. 2.4 in. (74.4 in.),5 ft. 6.3 in. (66.3 in.),15 ft. 7.4 in. (187.4 in.),,,,,,,, 2000 lbs.,,,,,,, 2.4 L, Double overhead cam (DOHC), Inline 4,16, Variable, 178 ft-lbs. @ 4000 rpm, 185 hp @ 6000 rpm, 36.3 ft., Gas, Regular unleaded, 18.8 gal., 394.8/545.2 mi., 21/29 mpg, Front wheel drive, 6-speed shiftable automatic
619, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 39.6 in., 53.2 in., 40.9 in., 55.5 in., 49.3 in., 39.5 in., 39.1 in., 54.7 in.,5 ft. 10.9 in. (70.9 in.),5 ft. 3 in. (63 in.),13 ft. 7 in. (163 in.),,,,, 125.2 cu.ft., 2714 lbs., 24.2 cu.ft.,,,,,,,, 1.6 L, Double overhead cam (DOHC), Inline 4,16, Variable, 118 ft-lbs. @ 4850 rpm, 130 hp @ 6300 rpm, 34.8 ft., Gas, Regular unleaded, 14.2 gal., 340.8/426.0 mi., 24/30 mpg, Front wheel drive, 6-speed manual
620, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 39.6 in., 53.2 in., 40.9 in., 55.5 in., 49.3 in., 39.5 in., 39.1 in., 54.7 in.,5 ft. 10.9 in. (70.9 in.),5 ft. 3 in. (63 in.),13 ft. 7 in. (163 in.),,,,, 125.2 cu.ft., 2714 lbs., 24.2 cu.ft.,,,,,,,, 1.6 L, Double overhead cam (DOHC), Inline 4,16, Variable, 118 ft-lbs. @ 4850 rpm, 130 hp @ 6300 rpm, 34.8 ft., Gas, Regular unleaded, 14.2 gal., 340.8/426.0 mi., 24/30 mpg, Front wheel drive, 6-speed manual
621,,,,,, 10 yr./ 100000 mi.,, 39.6 in., 53.2 in., 40.9 in., 55.5 in., 49.3 in., 39.5 in., 36.0 in., 54.7 in.,5 ft. 10.9 in. (70.9 in.),5 ft. 3 in. (63 in.),13 ft. 7 in. (163 in.),,,,,,,,,,,,,, 1032 lbs.,,,,,,,,, Electric,,,,, Front wheel drive, 1-speed direct drive
622,,,,,, 10 yr./ 100000 mi.,, 39.6 in., 53.2 in., 40.9 in., 55.5 in., 49.3 in., 39.5 in., 36.0 in., 54.7 in.,5 ft. 10.9 in. (70.9 in.),5 ft. 3 in. (63 in.),13 ft. 7 in. (163 in.),,,,,,,,,,,,,, 1032 lbs.,,,,,,,,, Electric,,,,, Front wheel drive, 1-speed direct drive
623, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 39.1 in., 53.7 in., 41.4 in., 56.7 in., 49.1 in., 38.5 in., 37.9 in., 55.1 in.,6 ft. 1 in. (73 in.),5 ft. 4.4 in. (64.4 in.),14 ft. 6.8 in. (174.8 in.),,,,,,,, 2000 lbs.,,,,,,, 2.4 L, Double overhead cam (DOHC), Inline 4,16, Variable, 177 ft-lbs. @ 4000 rpm, 182 hp @ 6000 rpm, 34.8 ft., Gas, Regular unleaded, 15.3 gal., 321.3/428.4 mi., 21/28 mpg, Front wheel drive, 6-speed shiftable automatic
624, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 39.1 in., 53.7 in., 41.4 in., 56.7 in., 49.1 in., 38.5 in., 37.9 in., 55.1 in.,6 ft. 1 in. (73 in.),5 ft. 4.4 in. (64.4 in.),14 ft. 6.8 in. (174.8 in.),,,,,,,, 2000 lbs.,,,,,,, 2.4 L, Double overhead cam (DOHC), Inline 4,16, Variable, 177 ft-lbs. @ 4000 rpm, 182 hp @ 6000 rpm, 34.8 ft., Gas, Regular unleaded, 15.3 gal., 321.3/428.4 mi., 21/28 mpg, Front wheel drive, 6-speed shiftable automatic
625, 5 yr./ 60000 mi., 10 yr./ 100000 mi., 5 yr./ 60000 mi.,,,,, 39.3 in., 54.3 in., 41.5 in., 57.1 in., 51.2 in., 39.1 in., 38.2 in., 55.1 in.,6 ft. 1 in. (73 in.),5 ft. 4.4 in. (64.4 in.),14 ft. 8.4 in. (176.4 in.),,,,,,,, 2000 lbs.,,,,,,, 2.4 L, Double overhead cam (DOHC), Inline 4,16, Variable, 175 ft-lbs. @ 4000 rpm, 181 hp @ 6000 rpm, 34.8 ft., Gas, Regular unleaded, 16.4 gal., 360.8/475.6 mi., 22/29 mpg, Front wheel drive, 6-speed shiftable automatic
626,,,,,,,,,,,,,,,,6 ft. 7.9 in. (79.9 in.),3 ft. 8.7 in. (44.7 in.),15 ft. 8.2 in. (188.2 in.),8 ft. 10.3 in. (106.3 in.),,,,,,,,,,,,,, 6.5 L, Double overhead cam (DOHC), V12,48, Variable, 507 ft-lbs. @ 5500 rpm, 700 hp @ 8250 rpm, 41.0 ft., Gas, Premium unleaded (required), 23.8 gal., 238.0/380.8 mi., 10/16 mpg, All wheel drive, 7-speed automated manual
627,,,,,,,,,,,,,,,,6 ft. 7.9 in. (79.9 in.),3 ft. 8.7 in. (44.7 in.),15 ft. 8.2 in. (188.2 in.),8 ft. 10.3 in. (106.3 in.),,,,,,,,,,,,,, 6.5 L, Double overhead cam (DOHC), V12,48, Variable, 507 ft-lbs. @ 5500 rpm, 700 hp @ 8250 rpm, 41.0 ft., Gas, Premium unleaded (required), 23.8 gal., 261.8/428.4 mi., 11/18 mpg, All wheel drive, 7-speed automated manual
628,,,,,,,,,,,,,,,,6 ft. 3.8 in. (75.8 in.),3 ft. 9.9 in. (45.9 in.),14 ft. 7.6 in. (175.6 in.),8 ft. 7.2 in. (103.2 in.),,,,,,,,,,,,,, 5.2 L, Double overhead cam (DOHC), V10,40, Variable, 412 ft-lbs. @ 6500 rpm, 610 hp @ 8250 rpm,, Gas, Premium unleaded (required), 23.8 gal., 333.2/476.0 mi., 14/20 mpg, All wheel drive, 7-speed automated manual
629, 4 yr./ 50000 mi., 4 yr./ 50000 mi., 4 yr./ 50000 mi.,,,,, 40.2 in.,,,,,,,,6 ft. 9.5 in. (81.5 in.),5 ft. 7.9 in. (67.9 in.),15 ft. 0.7 in. (180.7 in.),,,,,, 3845 lbs.,, 4409 lbs., 25.0 degrees, 31.0 degrees, 66.9 cu.ft.,,,, 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 250 ft-lbs. @ 1750 rpm, 240 hp @ 5800 rpm, 38.1 ft., Gas, Premium unleaded (recommended), 18.5 gal., 370.0/481.0 mi., 20/26 mpg, All wheel drive, 9-speed automatic
630, 4 yr./ 50000 mi., 4 yr./ 50000 mi., 4 yr./ 50000 mi.,,,,, 40.2 in.,,,,,,,,6 ft. 9.5 in. (81.5 in.),5 ft. 7.9 in. (67.9 in.),15 ft. 0.7 in. (180.7 in.),,,,,, 3845 lbs.,, 4409 lbs., 25.0 degrees, 31.0 degrees, 66.9 cu.ft.,,,, 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 250 ft-lbs. @ 1750 rpm, 240 hp @ 5800 rpm, 38.1 ft., Gas, Premium unleaded (recommended), 18.5 gal., 370.0/481.0 mi., 20/26 mpg, All wheel drive, 9-speed automatic
631, 4 yr./ 50000 mi., 4 yr./ 50000 mi., 4 yr./ 50000 mi.,,,,, 40.2 in.,,,,,,,,,,,8 ft. 8.7 in. (104.7 in.),,,0 ft. 8.3 in. (8.3 in.),,,, 4409 lbs.,,,,,,, 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 250 ft-lbs. @ 1750 rpm, 240 hp @ 5500 rpm, 37.1 ft., Gas, Premium unleaded (recommended), 18.5 gal., 314.5/444.0 mi., 17/24 mpg, All wheel drive, 6-speed shiftable automatic
632, 4 yr./ 50000 mi., 4 yr./ 50000 mi.,,, 1 yr./ 15000 mi.,,, 40.4 in.,,,,,,,,,,,9 ft. 5.6 in. (113.6 in.),,,0 ft. 7.3 in. (7.3 in.),,,, 7716 lbs.,,,,,,, 3.0 L, Double overhead cam (DOHC), V6,24, Variable, 332 ft-lbs. @ 3500 rpm, 340 hp @ 6500 rpm, 37.6 ft., Gas, Premium unleaded (required), 22.8 gal., 319.2/433.2 mi., 14/19 mpg, Four wheel drive, 8-speed shiftable automatic
633, 4 yr./ 50000 mi., 4 yr./ 50000 mi., 4 yr./ 50000 mi.,,,,, 40.4 in.,,,,,,,,,,,9 ft. 5.6 in. (113.6 in.),,,0 ft. 7.3 in. (7.3 in.),,,, 7716 lbs.,,,,,,, 3.0 L, Double overhead cam (DOHC), V6,24, Variable, 332 ft-lbs. @ 3500 rpm, 340 hp @ 6500 rpm, 37.6 ft., Gas, Premium unleaded (required), 22.8 gal., 342.0/433.2 mi., 15/19 mpg, Four wheel drive, 8-speed shiftable automatic
634, 4 yr./ 50000 mi., 4 yr./ 50000 mi., 4 yr./ 50000 mi.,,,,, 39.3 in.,,,,,,,,6 ft. 9.6 in. (81.6 in.),6 ft. 0.2 in. (72.2 in.),16 ft. 4.8 in. (196.8 in.),,,,,, 4883 lbs.,, 7716 lbs., 34.7 degrees, 29.5 degrees, 71.7 cu.ft.,,,, 3.0 L, Double overhead cam (DOHC), V6,24,,,,,, Diesel fuel, 22.5 gal., 495.0/652.5 mi., 22/29 mpg, Four wheel drive, 8-speed shiftable automatic
